path,version,stage,nplayers,chars,last_frame,ucf
Gang-Steals\12\Game_20190309T161214.slp,1.7.1,32,2,2 9,4879,1
Gang-Steals\12\Game_20190309T161352.slp,1.7.1,8,2,2 9,4494,1
Gang-Steals\12\Game_20190309T161533.slp,1.7.1,3,2,2 9,7691,1
Gang-Steals\12\Game_20190309T161756.slp,1.7.1,31,2,2 9,862,1
Gang-Steals\12\Game_20190309T161834.slp,1.7.1,28,2,9 9,10557,1
Gang-Steals\12\Game_20190309T162145.slp,1.7.1,28,2,9 9,12693,1
Gang-Steals\12\Game_20190309T162530.slp,1.7.1,31,2,9 9,2722,1
Gang-Steals\12\Game_20190309T162629.slp,1.7.1,32,2,9 9,15357,1
Gang-Steals\12\Game_20190309T163059.slp,1.7.1,2,2,9 9,9782,1
Gang-Steals\12\Game_20190309T163356.slp,1.7.1,3,2,9 9,14905,1
Gang-Steals\12\Game_20190309T163819.slp,1.7.1,8,2,9 9,8254,1
Gang-Steals\12\Game_20190309T164053.slp,1.7.1,8,2,9 9,5328,1
Gang-Steals\12\Game_20190309T164236.slp,1.7.1,32,2,9 9,9065,1
Gang-Steals\12\Game_20190309T164522.slp,1.7.1,2,2,9 9,12143,1
Gang-Steals\12\Game_20190309T164900.slp,1.7.1,28,2,9 9,9090,1
Gang-Steals\12\Game_20190309T165146.slp,1.7.1,3,2,9 9,11820,1
Gang-Steals\12\Game_20190309T165518.slp,1.7.1,31,2,9 9,14346,1
Gang-Steals\12\Game_20190309T170006.slp,1.7.1,3,2,9 9,10949,1
Gang-Steals\13\Game_20190309T094726.slp,1.7.1,31,2,20 20,1330,1
Gang-Steals\13\Game_20190309T094815.slp,1.7.1,3,2,20 14,11051,1
Gang-Steals\13\Game_20190309T095137.slp,1.7.1,32,2,20 14,9384,1
Gang-Steals\13\Game_20190309T095646.slp,1.7.1,31,2,2 14,3106,1
Gang-Steals\13\Game_20190309T095812.slp,1.7.1,8,2,2 9,7378,1
Gang-Steals\13\Game_20190309T100745.slp,1.7.1,31,2,14 14,9986,1
Gang-Steals\13\Game_20190309T101056.slp,1.7.1,2,2,14 14,8425,1
Gang-Steals\13\Game_20190309T101342.slp,1.7.1,28,2,14 0,3200,1
Gang-Steals\13\Game_20190309T101502.slp,1.7.1,32,2,14 2,2636,1
Gang-Steals\13\Game_20190309T101721.slp,1.7.1,31,2,2 2,2159,1
Gang-Steals\13\Game_20190309T102016.slp,1.7.1,2,2,14 19,11458,1
Gang-Steals\13\Game_20190309T102344.slp,1.7.1,3,2,14 19,15523,1
Gang-Steals\13\Game_20190309T102934.slp,1.7.1,31,2,0 15,10687,1
Gang-Steals\13\Game_20190309T103255.slp,1.7.1,8,2,0 20,5785,1
Gang-Steals\13\Game_20190309T103522.slp,1.7.1,8,2,0 0,6508,1
Gang-Steals\13\Game_20190309T104113.slp,1.7.1,31,2,0 22,9230,1
Gang-Steals\13\Game_20190309T104403.slp,1.7.1,8,2,0 22,6047,1
Gang-Steals\13\Game_20190309T104657.slp,1.7.1,31,2,19 20,12825,1
Gang-Steals\13\Game_20190309T105048.slp,1.7.1,8,2,19 20,11781,1
Gang-Steals\13\Game_20190309T105634.slp,1.7.1,2,2,12 20,13415,1
Gang-Steals\13\Game_20190309T110035.slp,1.7.1,28,2,12 20,13419,1
Gang-Steals\13\Game_20190309T110433.slp,1.7.1,31,2,12 20,10956,1
Gang-Steals\13\Game_20190309T110954.slp,1.7.1,31,2,14 12,16042,1
Gang-Steals\13\Game_20190309T111441.slp,1.7.1,3,2,14 12,20640,1
Gang-Steals\13\Game_20190309T112043.slp,1.7.1,28,2,14 12,17118,1
Gang-Steals\13\Game_20190309T113253.slp,1.7.1,28,2,2 19,10361,1
Gang-Steals\13\Game_20190309T113601.slp,1.7.1,8,2,2 19,9241,1
Gang-Steals\13\Game_20190309T113856.slp,1.7.1,2,2,2 19,6391,1
Gang-Steals\13\Game_20190309T114300.slp,1.7.1,31,2,16 9,8343,1
Gang-Steals\13\Game_20190309T114543.slp,1.7.1,32,2,16 19,11436,1
Gang-Steals\13\Game_20190309T115057.slp,1.7.1,31,2,2 9,2014,1
Gang-Steals\13\Game_20190309T115142.slp,1.7.1,31,2,2 9,8255,1
Gang-Steals\13\Game_20190309T115426.slp,1.7.1,31,2,2 9,13240,1
Gang-Steals\13\Game_20190309T120147.slp,1.7.1,32,2,2 12,12559,1
Gang-Steals\13\Game_20190309T120535.slp,1.7.1,8,2,2 12,7217,1
Gang-Steals\13\Game_20190309T120903.slp,1.7.1,32,2,20 2,1436,1
Gang-Steals\13\Game_20190309T121049.slp,1.7.1,8,2,14 9,12372,1
Gang-Steals\13\Game_20190309T121436.slp,1.7.1,8,2,14 9,9597,1
Gang-Steals\13\Game_20190309T121958.slp,1.7.1,31,2,14 9,14349,1
Gang-Steals\13\Game_20190309T122423.slp,1.7.1,3,2,14 9,13210,1
Gang-Steals\13\Game_20190309T123024.slp,1.7.1,28,2,20 2,8832,1
Gang-Steals\13\Game_20190309T123307.slp,1.7.1,8,2,20 2,7393,1
Gang-Steals\13\Game_20190309T123708.slp,1.7.1,31,2,20 19,2566,1
Gang-Steals\13\Game_20190309T123813.slp,1.7.1,28,2,20 19,13187,1
Gang-Steals\13\Game_20190309T124210.slp,1.7.1,3,2,20 19,12598,1
Gang-Steals\13\Game_20190309T124608.slp,1.7.1,31,2,20 19,14253,1
Gang-Steals\14\Game_20190309T092549.slp,1.7.1,8,2,20 0,9359,1
Gang-Steals\14\Game_20190309T092843.slp,1.7.1,32,2,0 9,15361,1
Gang-Steals\14\Game_20190309T093313.slp,1.7.1,2,2,15 0,12036,1
Gang-Steals\14\Game_20190309T093651.slp,1.7.1,31,2,0 9,7375,1
Gang-Steals\14\Game_20190309T093910.slp,1.7.1,3,2,0 9,8402,1
Gang-Steals\14\Game_20190309T094147.slp,1.7.1,28,2,20 0,9954,1
Gang-Steals\14\Game_20190309T094449.slp,1.7.1,31,2,20 9,12061,1
Gang-Steals\14\Game_20190309T094826.slp,1.7.1,32,2,15 20,10480,1
Gang-Steals\14\Game_20190309T095205.slp,1.7.1,8,2,15 20,10211,1
Gang-Steals\14\Game_20190309T095510.slp,1.7.1,8,2,20 20,9329,1
Gang-Steals\14\Game_20190309T095802.slp,1.7.1,3,2,20 20,2451,1
Gang-Steals\14\Game_20190309T101125.slp,1.7.1,31,2,9 14,13889,1
Gang-Steals\14\Game_20190309T101537.slp,1.7.1,28,2,9 14,17682,1
Gang-Steals\14\Game_20190309T102052.slp,1.7.1,2,2,9 12,7621,1
Gang-Steals\14\Game_20190309T102436.slp,1.7.1,2,2,0 9,4031,1
Gang-Steals\14\Game_20190309T102628.slp,1.7.1,32,2,0 9,7727,1
Gang-Steals\14\Game_20190309T102855.slp,1.7.1,3,2,0 9,13722,1
Gang-Steals\14\Game_20190309T103350.slp,1.7.1,28,2,2 2,3690,1
Gang-Steals\14\Game_20190309T103506.slp,1.7.1,8,2,2 2,3551,1
Gang-Steals\14\Game_20190309T103723.slp,1.7.1,2,2,19 9,14042,1
Gang-Steals\14\Game_20190309T104140.slp,1.7.1,31,2,19 9,11910,1
Gang-Steals\14\Game_20190309T104901.slp,1.7.1,8,2,2 2,8369,1
Gang-Steals\14\Game_20190309T105150.slp,1.7.1,2,2,2 2,10452,1
Gang-Steals\14\Game_20190309T105759.slp,1.7.1,31,2,19 2,11439,1
Gang-Steals\14\Game_20190309T110132.slp,1.7.1,31,2,19 2,17374,1
Gang-Steals\14\Game_20190309T110740.slp,1.7.1,28,2,14 2,7939,1
Gang-Steals\14\Game_20190309T111022.slp,1.7.1,8,2,14 2,11306,1
Gang-Steals\14\Game_20190309T112232.slp,1.7.1,31,2,9 19,14690,1
Gang-Steals\14\Game_20190309T112653.slp,1.7.1,3,2,9 18,2295,1
Gang-Steals\14\Game_20190309T113835.slp,1.7.1,28,2,13 7,13424,1
Gang-Steals\14\Game_20190309T114234.slp,1.7.1,32,2,13 7,13771,1
Gang-Steals\14\Game_20190309T114659.slp,1.7.1,3,2,13 7,14731,1
Gang-Steals\14\Game_20190309T115200.slp,1.7.1,32,2,15 0,1322,1
Gang-Steals\14\Game_20190309T115315.slp,1.7.1,32,2,15 0,3297,1
Gang-Steals\14\Game_20190309T115426.slp,1.7.1,8,2,15 0,2446,1
Gang-Steals\14\Game_20190309T115543.slp,1.7.1,28,2,19 9,9608,1
Gang-Steals\14\Game_20190309T115837.slp,1.7.1,31,2,19 9,12411,1
Gang-Steals\14\Game_20190309T120222.slp,1.7.1,3,2,15 9,1678,1
Gang-Steals\14\Game_20190309T120342.slp,1.7.1,31,2,9 19,7193,1
Gang-Steals\14\Game_20190309T120557.slp,1.7.1,8,2,9 19,4112,1
Gang-Steals\14\Game_20190309T121117.slp,1.7.1,28,2,12 19,15969,1
Gang-Steals\14\Game_20190309T121609.slp,1.7.1,3,2,12 2,7499,1
Gang-Steals\14\Game_20190309T122214.slp,1.7.1,2,2,2 2,842,1
Gang-Steals\14\Game_20190309T122330.slp,1.7.1,31,2,2 19,4739,1
Gang-Steals\14\Game_20190309T122506.slp,1.7.1,28,2,2 19,6825,1
Gang-Steals\14\Game_20190309T122814.slp,1.7.1,31,2,20 21,11432,1
Gang-Steals\14\Game_20190309T123141.slp,1.7.1,31,2,20 21,12188,1
Gang-Steals\14\Game_20190309T123701.slp,1.7.1,31,2,16 25,10866,1
Gang-Steals\14\Game_20190309T124017.slp,1.7.1,2,2,16 25,10961,1
Gang-Steals\14\Game_20190309T124336.slp,1.7.1,8,2,16 25,15835,1
Gang-Steals\14\Game_20190309T125015.slp,1.7.1,31,2,9 25,2618,1
Gang-Steals\14\Game_20190309T125238.slp,1.7.1,31,2,9 25,12108,1
Gang-Steals\14\Game_20190309T125614.slp,1.7.1,2,2,9 25,6206,1
Gang-Steals\14\Game_20190309T130008.slp,1.7.1,31,2,25 9,17179,1
Gang-Steals\14\Game_20190309T130514.slp,1.7.1,31,2,25 9,9529,1
Gang-Steals\14\Game_20190309T131432.slp,1.7.1,32,2,2 9,474,1
Gang-Steals\14\Game_20190309T131528.slp,1.7.1,31,2,14 2,2212,1
Gang-Steals\14\Game_20190309T131635.slp,1.7.1,28,2,14 2,15916,1
Gang-Steals\14\Game_20190309T132118.slp,1.7.1,8,2,14 2,7387,1
Gang-Steals\14\Game_20190309T132712.slp,1.7.1,2,2,9 20,2147,1
Gang-Steals\14\Game_20190309T132908.slp,1.7.1,31,4,9 19 16 2,9020,1
Gang-Steals\14\Game_20190309T133200.slp,1.7.1,3,4,9 19 16 2,12398,1
Gang-Steals\14\Game_20190309T133942.slp,1.7.1,32,4,12 19 12 9,1093,1
Gang-Steals\14\Game_20190309T134017.slp,1.7.1,31,4,12 19 12 9,12013,1
Gang-Steals\14\Game_20190309T134431.slp,1.7.1,3,4,12 19 12 9,13926,1
Gang-Steals\14\Game_20190309T135847.slp,1.7.1,31,4,2 15 0 0,10329,1
Gang-Steals\14\Game_20190309T140203.slp,1.7.1,3,4,2 15 0 0,10090,1
Gang-Steals\14\Game_20190309T140544.slp,1.7.1,32,4,2 15 0 0,7708,1
Gang-Steals\14\Game_20190309T141007.slp,1.7.1,32,4,9 15 0 2,9953,1
Gang-Steals\14\Game_20190309T141348.slp,1.7.1,31,4,9 15 0 2,8355,1
Gang-Steals\14\Game_20190309T142358.slp,1.7.1,3,2,20 0,9003,1
Gang-Steals\14\Game_20190309T142702.slp,1.7.1,28,2,20 0,7884,1
Gang-Steals\14\Game_20190309T142935.slp,1.7.1,31,2,19 0,11655,1
Gang-Steals\14\Game_20190309T143312.slp,1.7.1,31,2,9 0,8359,1
Gang-Steals\14\Game_20190309T143603.slp,1.7.1,8,2,9 0,8200,1
Gang-Steals\14\Game_20190309T143839.slp,1.7.1,28,2,9 0,5967,1
Gang-Steals\14\Game_20190309T144053.slp,1.7.1,31,2,20 0,8247,1
Gang-Steals\14\Game_20190309T144336.slp,1.7.1,2,2,20 0,6453,1
Gang-Steals\14\Game_20190309T145957.slp,1.7.1,31,2,2 9,9946,1
Gang-Steals\14\Game_20190309T150307.slp,1.7.1,32,2,2 9,6770,1
Gang-Steals\14\Game_20190309T150543.slp,1.7.1,31,2,2 9,7629,1
Gang-Steals\14\Game_20190309T150828.slp,1.7.1,8,2,2 9,4015,1
Gang-Steals\14\Game_20190309T150952.slp,1.7.1,8,2,2 9,11331,1
Gang-Steals\14\Game_20190309T151342.slp,1.7.1,3,2,2 9,34976,1
Gang-Steals\14\Game_20190309T152555.slp,1.7.1,3,2,2 2,12156,1
Gang-Steals\14\Game_20190309T152933.slp,1.7.1,8,2,2 2,8900,1
Gang-Steals\14\Game_20190309T153216.slp,1.7.1,2,2,2 2,11650,1
Gang-Steals\14\Game_20190309T153546.slp,1.7.1,8,2,2 2,8622,1
Gang-Steals\14\Game_20190309T153826.slp,1.7.1,31,2,2 2,12862,1
Gang-Steals\14\Game_20190309T154219.slp,1.7.1,3,2,2 2,12091,1
Gang-Steals\14\Game_20190309T154605.slp,1.7.1,32,2,2 2,10817,1
Gang-Steals\14\Game_20190309T154933.slp,1.7.1,28,2,2 2,13927,1
Gang-Steals\14\Game_20190309T155344.slp,1.7.1,31,2,2 2,12805,1
Gang-Steals\14\Game_20190309T155906.slp,1.7.1,28,2,2 14,1791,1
Gang-Steals\14\Game_20190309T160319.slp,1.7.1,8,2,2 0,2583,1
Gang-Steals\14\Game_20190309T160448.slp,1.7.1,28,2,20 0,7118,1
Gang-Steals\14\Game_20190309T160707.slp,1.7.1,8,2,20 0,8819,1
Gang-Steals\14\Game_20190309T161044.slp,1.7.1,31,2,9 19,11047,1
Gang-Steals\14\Game_20190309T161402.slp,1.7.1,8,2,9 19,7005,1
Gang-Steals\14\Game_20190309T162025.slp,1.7.1,32,2,12 0,8065,1
Gang-Steals\14\Game_20190309T162257.slp,1.7.1,8,2,12 0,9844,1
Gang-Steals\14\Game_20190309T163307.slp,1.7.1,32,2,2 2,6831,1
Gang-Steals\14\Game_20190309T163519.slp,1.7.1,31,2,2 2,3590,1
Gang-Steals\14\Game_20190309T163702.slp,1.7.1,31,2,2 2,3952,1
Gang-Steals\14\Game_20190309T164024.slp,1.7.1,31,2,2 2,7600,1
Gang-Steals\14\Game_20190309T164246.slp,1.7.1,31,2,2 2,10744,1
Gang-Steals\14\Game_20190309T164602.slp,1.7.1,31,2,2 2,9820,1
Gang-Steals\14\Game_20190309T170007.slp,1.7.1,31,2,2 2,3273,1
Gang-Steals\14\Game_20190309T170120.slp,1.7.1,31,2,2 2,1166,1
Gang-Steals\14\Game_20190309T170155.slp,1.7.1,31,2,2 2,10143,1
Gang-Steals\14\Game_20190309T170459.slp,1.7.1,32,2,2 2,8131,1
Gang-Steals\14\Game_20190309T170732.slp,1.7.1,8,2,2 2,9262,1
Gang-Steals\14\Game_20190309T171021.slp,1.7.1,2,2,2 2,11715,1
Gang-Steals\14\Game_20190309T171904.slp,1.7.1,32,2,20 0,9976,1
Gang-Steals\14\Game_20190309T172238.slp,1.7.1,31,2,20 0,8854,1
Gang-Steals\14\Game_20190309T172523.slp,1.7.1,31,2,20 0,8556,1
Gang-Steals\14\Game_20190309T174759.slp,1.7.1,31,2,19 2,9395,1
Gang-Steals\14\Game_20190309T175100.slp,1.7.1,31,2,19 2,10813,1
Gang-Steals\14\Game_20190309T175423.slp,1.7.1,31,2,19 2,9526,1
Gang-Steals\14\Game_20190309T175732.slp,1.7.1,31,2,19 2,7561,1
Gang-Steals\14\Game_20190309T175956.slp,1.7.1,31,2,19 2,7915,1
Gang-Steals\14\Game_20190309T181140.slp,1.7.1,8,2,3 20,9832,1
Gang-Steals\14\Game_20190309T181441.slp,1.7.1,2,2,3 20,9268,1
Gang-Steals\14\Game_20190309T181802.slp,1.7.1,32,2,3 20,7838,1
Gang-Steals\14\Game_20190309T182028.slp,1.7.1,31,2,3 20,12654,1
Gang-Steals\14\Game_20190309T183639.slp,1.7.1,31,2,20 2,2503,1
Gang-Steals\14\Game_20190309T183857.slp,1.7.1,31,2,2 2,138,1
Gang-Steals\14\Game_20190309T184121.slp,1.7.1,31,2,2 9,4955,1
Gang-Steals\14\Game_20190309T184308.slp,1.7.1,8,2,2 9,8428,1
Gang-Steals\14\Game_20190309T184557.slp,1.7.1,31,2,2 9,10860,1
Gang-Steals\14\Game_20190309T184947.slp,1.7.1,2,2,2 9,11196,1
Gang-Steals\14\Game_20190309T185322.slp,1.7.1,28,2,2 9,13425,1
Gang-Steals\14\Game_20190309T190326.slp,1.7.1,28,2,14 9,16031,1
Gang-Steals\14\Game_20190309T190816.slp,1.7.1,2,2,14 9,11400,1
Gang-Steals\14\Game_20190309T191140.slp,1.7.1,32,2,14 9,14896,1
Gang-Steals\14\Game_20190309T191615.slp,1.7.1,3,2,14 9,20810,1
Gang-Steals\14\Game_20190309T193432.slp,1.7.1,8,2,20 9,875,1
Gang-Steals\14\Game_20190309T193509.slp,1.7.1,31,2,20 9,944,1
Gang-Steals\14\Game_20190309T193541.slp,1.7.1,8,2,20 9,10000,1
Gang-Steals\14\Game_20190309T193844.slp,1.7.1,32,2,20 9,12440,1
Gang-Steals\14\Game_20190309T194225.slp,1.7.1,28,2,20 9,14239,1
Gang-Steals\14\Game_20190309T194642.slp,1.7.1,2,2,20 9,9701,1
Gang-Steals\14\Game_20190309T195049.slp,1.7.1,8,2,20 9,7707,1
Gang-Steals\15\Game_20190309T082825.slp,1.7.1,32,2,14 9,2,1
Gang-Steals\15\Game_20190309T082855.slp,1.7.1,2,2,14 9,5870,1
Gang-Steals\15\Game_20190309T083046.slp,1.7.1,31,2,14 9,13983,1
Gang-Steals\15\Game_20190309T083500.slp,1.7.1,3,2,14 9,16496,1
Gang-Steals\15\Game_20190309T084028.slp,1.7.1,28,2,14 9,11677,1
Gang-Steals\15\Game_20190309T084500.slp,1.7.1,8,2,14 9,7302,1
Gang-Steals\15\Game_20190309T085820.slp,1.7.1,31,2,20 2,5915,1
Gang-Steals\15\Game_20190309T090014.slp,1.7.1,8,2,20 2,5544,1
Gang-Steals\15\Game_20190309T090204.slp,1.7.1,28,2,20 0,5187,1
Gang-Steals\15\Game_20190309T090421.slp,1.7.1,3,2,20 20,5209,1
Gang-Steals\15\Game_20190309T090602.slp,1.7.1,2,2,20 20,7734,1
Gang-Steals\15\Game_20190309T090827.slp,1.7.1,3,2,20 20,6835,1
Gang-Steals\15\Game_20190309T091037.slp,1.7.1,2,2,20 20,9332,1
Gang-Steals\15\Game_20190309T091329.slp,1.7.1,8,2,20 20,9433,1
Gang-Steals\15\Game_20190309T091625.slp,1.7.1,31,2,20 20,6,1
Gang-Steals\15\Game_20190309T091643.slp,1.7.1,32,2,20 19,8755,1
Gang-Steals\15\Game_20190309T091927.slp,1.7.1,28,2,20 19,13172,1
Gang-Steals\15\Game_20190309T092320.slp,1.7.1,8,2,20 19,10259,1
Gang-Steals\15\Game_20190309T092622.slp,1.7.1,32,2,20 19,2763,1
Gang-Steals\15\Game_20190309T092814.slp,1.7.1,31,2,19 9,9891,1
Gang-Steals\15\Game_20190309T093114.slp,1.7.1,8,2,19 9,11963,1
Gang-Steals\15\Game_20190309T093835.slp,1.7.1,31,2,2 15,2835,1
Gang-Steals\15\Game_20190309T093942.slp,1.7.1,3,2,9 15,6609,1
Gang-Steals\15\Game_20190309T094541.slp,1.7.1,31,2,15 20,10438,1
Gang-Steals\15\Game_20190309T094913.slp,1.7.1,31,2,15 20,7661,1
Gang-Steals\15\Game_20190309T095343.slp,1.7.1,28,2,9 20,11629,1
Gang-Steals\15\Game_20190309T095713.slp,1.7.1,31,2,9 20,9468,1
Gang-Steals\15\Game_20190309T100005.slp,1.7.1,2,2,9 20,7779,1
Gang-Steals\15\Game_20190309T100238.slp,1.7.1,3,2,9 20,9964,1
Gang-Steals\15\Game_20190309T100605.slp,1.7.1,8,2,9 20,9504,1
Gang-Steals\15\Game_20190309T100905.slp,1.7.1,32,2,9 20,11534,1
Gang-Steals\15\Game_20190309T101235.slp,1.7.1,2,2,9 20,6138,1
Gang-Steals\15\Game_20190309T101435.slp,1.7.1,3,2,9 20,10164,1
Gang-Steals\15\Game_20190309T101741.slp,1.7.1,31,2,9 20,4219,1
Gang-Steals\15\Game_20190309T102505.slp,1.7.1,31,2,9 20,7033,1
Gang-Steals\15\Game_20190309T102717.slp,1.7.1,31,2,9 20,383,1
Gang-Steals\15\Game_20190309T102739.slp,1.7.1,31,2,9 20,5031,1
Gang-Steals\15\Game_20190309T102924.slp,1.7.1,28,2,9 20,5900,1
Gang-Steals\15\Game_20190309T103319.slp,1.7.1,31,2,20 9,6448,1
Gang-Steals\15\Game_20190309T103527.slp,1.7.1,3,2,19 9,7294,1
Gang-Steals\15\Game_20190309T104050.slp,1.7.1,31,2,7 19,14797,1
Gang-Steals\15\Game_20190309T104516.slp,1.7.1,8,2,7 19,12595,1
Gang-Steals\15\Game_20190309T105353.slp,1.7.1,32,2,2 2,697,1
Gang-Steals\15\Game_20190309T105453.slp,1.7.1,31,2,9 19,8343,1
Gang-Steals\15\Game_20190309T105728.slp,1.7.1,31,2,9 19,7717,1
Gang-Steals\15\Game_20190309T110120.slp,1.7.1,31,2,20 20,7419,1
Gang-Steals\15\Game_20190309T110340.slp,1.7.1,3,2,20 20,7232,1
Gang-Steals\15\Game_20190309T110710.slp,1.7.1,31,2,9 12,7040,1
Gang-Steals\15\Game_20190309T110923.slp,1.7.1,32,2,9 12,13174,1
Gang-Steals\15\Game_20190309T111426.slp,1.7.1,2,2,2 9,15869,1
Gang-Steals\15\Game_20190309T112045.slp,1.7.1,31,2,2 14,1167,1
Gang-Steals\15\Game_20190309T112125.slp,1.7.1,31,2,14 9,3774,1
Gang-Steals\15\Game_20190309T112302.slp,1.7.1,28,2,14 9,14213,1
Gang-Steals\15\Game_20190309T112729.slp,1.7.1,28,2,14 9,12333,1
Gang-Steals\15\Game_20190309T113334.slp,1.7.1,2,2,12 19,13072,1
Gang-Steals\15\Game_20190309T113739.slp,1.7.1,3,2,12 19,6479,1
Gang-Steals\15\Game_20190309T114315.slp,1.7.1,3,2,12 19,11000,1
Gang-Steals\15\Game_20190309T114916.slp,1.7.1,31,2,9 19,15331,1
Gang-Steals\15\Game_20190309T115409.slp,1.7.1,8,2,9 19,13720,1
Gang-Steals\15\Game_20190309T120057.slp,1.7.1,31,2,7 19,12410,1
Gang-Steals\15\Game_20190309T120444.slp,1.7.1,28,2,7 19,12371,1
Gang-Steals\15\Game_20190309T120839.slp,1.7.1,28,2,7 19,12311,1
Gang-Steals\15\Game_20190309T121518.slp,1.7.1,31,4,20 12 2 2,10652,1
Gang-Steals\15\Game_20190309T121852.slp,1.7.1,32,4,20 12 2 2,11966,1
Gang-Steals\15\Game_20190309T122302.slp,1.7.1,8,4,20 12 2 2,9672,1
Gang-Steals\15\Game_20190309T123324.slp,1.7.1,31,4,0 2 12 15,10497,1
Gang-Steals\15\Game_20190309T123700.slp,1.7.1,31,4,0 2 12 15,11670,1
Gang-Steals\15\Game_20190309T124047.slp,1.7.1,3,4,0 2 12 15,7983,1
Gang-Steals\15\Game_20190309T124657.slp,1.7.1,28,4,14 19 25 2,2477,1
Gang-Steals\15\Game_20190309T124756.slp,1.7.1,28,4,14 19 25 2,14070,1
Gang-Steals\15\Game_20190309T125224.slp,1.7.1,3,4,14 19 25 2,13691,1
Gang-Steals\15\Game_20190309T132922.slp,1.7.1,31,2,2 20,6457,1
Gang-Steals\15\Game_20190309T133130.slp,1.7.1,3,2,2 20,5153,1
Gang-Steals\15\Game_20190309T133313.slp,1.7.1,8,2,2 20,7286,1
Gang-Steals\15\Game_20190309T133528.slp,1.7.1,32,2,2 20,4066,1
Gang-Steals\15\Game_20190309T133659.slp,1.7.1,31,2,19 20,8423,1
Gang-Steals\15\Game_20190309T133942.slp,1.7.1,8,2,19 20,9322,1
Gang-Steals\15\Game_20190309T134233.slp,1.7.1,3,2,19 20,12136,1
Gang-Steals\15\Game_20190309T134612.slp,1.7.1,2,2,19 20,6715,1
Gang-Steals\15\Game_20190309T134953.slp,1.7.1,32,2,20 20,4840,1
Gang-Steals\15\Game_20190309T135131.slp,1.7.1,8,2,20 20,4837,1
Gang-Steals\15\Game_20190309T135315.slp,1.7.1,28,2,20 2,8375,1
Gang-Steals\15\Game_20190309T135550.slp,1.7.1,32,2,20 0,7787,1
Gang-Steals\15\Game_20190309T135814.slp,1.7.1,32,2,20 0,8707,1
Gang-Steals\15\Game_20190309T140057.slp,1.7.1,3,2,20 0,8377,1
Gang-Steals\15\Game_20190309T140331.slp,1.7.1,2,2,20 0,7645,1
Gang-Steals\15\Game_20190309T140557.slp,1.7.1,8,2,2 0,10352,1
Gang-Steals\15\Game_20190309T140905.slp,1.7.1,28,2,2 0,7821,1
Gang-Steals\15\Game_20190309T141129.slp,1.7.1,31,2,2 0,10455,1
Gang-Steals\15\Game_20190309T141439.slp,1.7.1,31,2,2 0,12988,1
Gang-Steals\15\Game_20190309T141833.slp,1.7.1,8,2,2 20,10620,1
Gang-Steals\15\Game_20190309T142230.slp,1.7.1,3,2,9 20,14160,1
Gang-Steals\15\Game_20190309T142643.slp,1.7.1,2,2,9 20,10327,1
Gang-Steals\15\Game_20190309T142951.slp,1.7.1,32,2,9 20,12933,1
Gang-Steals\15\Game_20190309T143347.slp,1.7.1,28,2,9 19,12214,1
Gang-Steals\15\Game_20190309T143731.slp,1.7.1,3,2,19 20,13782,1
Gang-Steals\15\Game_20190309T144221.slp,1.7.1,28,2,9 14,14028,1
Gang-Steals\15\Game_20190309T144639.slp,1.7.1,2,2,19 14,18154,1
Gang-Steals\15\Game_20190309T145223.slp,1.7.1,31,2,14 2,11658,1
Gang-Steals\15\Game_20190309T145606.slp,1.7.1,3,2,14 2,6484,1
Gang-Steals\15\Game_20190309T150026.slp,1.7.1,31,2,20 12,8369,1
Gang-Steals\15\Game_20190309T150310.slp,1.7.1,2,2,20 12,12577,1
Gang-Steals\15\Game_20190309T151109.slp,1.7.1,31,2,20 9,9605,1
Gang-Steals\15\Game_20190309T151413.slp,1.7.1,28,2,20 9,16390,1
Gang-Steals\15\Game_20190309T153609.slp,1.7.1,28,2,20 2,10816,1
Gang-Steals\15\Game_20190309T153924.slp,1.7.1,31,2,20 2,6266,1
Gang-Steals\15\Game_20190309T154131.slp,1.7.1,8,2,2 2,9238,1
Gang-Steals\15\Game_20190309T154425.slp,1.7.1,32,2,2 2,10268,1
Gang-Steals\15\Game_20190309T154735.slp,1.7.1,32,2,2 2,9629,1
Gang-Steals\15\Game_20190309T160948.slp,1.7.1,31,2,0 15,5859,1
Gang-Steals\15\Game_20190309T161144.slp,1.7.1,31,2,15 0,2328,1
Gang-Steals\15\Game_20190309T161327.slp,1.7.1,31,2,14 15,2805,1
Gang-Steals\15\Game_20190309T161428.slp,1.7.1,31,2,14 15,28800,1
Gang-Steals\15\Game_20190309T162251.slp,1.7.1,32,2,14 15,18261,1
Gang-Steals\15\Game_20190309T162826.slp,1.7.1,28,2,14 15,28800,1
Gang-Steals\15\Game_20190309T163706.slp,1.7.1,3,2,14 15,28800,1
Gang-Steals\15\Game_20190309T164804.slp,1.7.1,31,2,20 2,5632,1
Gang-Steals\15\Game_20190309T165204.slp,1.7.1,8,2,20 20,10040,1
Gang-Steals\15\Game_20190309T165511.slp,1.7.1,32,2,20 20,7341,1
Gang-Steals\15\Game_20190309T165817.slp,1.7.1,32,2,20 20,8514,1
Gang-Steals\15\Game_20190309T170135.slp,1.7.1,8,2,20 20,11587,1
Gang-Steals\15\Game_20190309T170518.slp,1.7.1,28,2,20 20,10031,1
Gang-Steals\15\Game_20190309T170826.slp,1.7.1,2,2,20 20,7496,1
Gang-Steals\15\Game_20190309T171049.slp,1.7.1,3,2,20 20,7727,1
